#Tag1,Tag2,Startframe,Stopframe,Starttime,Stoptime,Box,Xcoor1,Ycoor1,Angle1,Xcoor2,Ycorr2,Angle2,Direction,Detections
25,263,654381,654383,1390284221.73,1390284222.73,62,404,4327,-7955,388,4469,16492,1,2
25,98,654397,654420,1390284229.73,1390284241.23,62,581,4275,-10374,440,4247,1235,-16,23
263,592,654417,654418,1390284239.73,1390284240.23,62,1572,1938,4442,1712,1717,-15282,0,2
263,592,654421,654422,1390284241.73,1390284242.23,62,1840,1817,9742,1718,1757,-10382,2,2
25,98,654427,654438,1390284244.73,1390284250.23,62,595,4298,-11621,468,4192,-1056,-12,12
25,98,654443,654446,1390284252.73,1390284254.23,62,607,4276,-10979,465,4237,-3640,-4,4
25,98,654451,654455,1390284256.73,1390284258.73,62,659,4267,-11205,507,4236,-316,-2,2
25,98,654461,654461,1390284261.73,1390284261.73,62,681,4285,-6505,779,4390,1583,1,1
25,98,654481,654512,1390284271.73,1390284287.21,62,571,4306,-10212,590,4351,8189,-13,27
25,98,654581,654599,1390284321.71,1390284330.71,62,1270,4250,-1631,1241,4389,10986,-18,18
25,592,654853,654863,1390284457.72,1390284462.72,62,1718,2092,13448,1578,1896,-5522,1,11
192,592,654855,654855,1390284458.72,1390284458.72,62,1717,1780,-15992,1541,1890,-7082,1,1
192,592,654861,654863,1390284461.72,1390284462.72,62,1745,1763,-15925,1670,1889,-2715,3,3
25,592,654873,654873,1390284467.72,1390284467.72,62,1680,2089,12994,1926,2155,17717,-1,1
192,592,654887,654887,1390284474.72,1390284474.72,62,952,1691,-5392,928,1924,12517,0,1
24,263,654900,654905,1390284481.22,1390284483.72,62,470,2087,-15386,316,2049,4721,4,5
25,263,654907,654909,1390284484.72,1390284485.72,62,979,1682,16394,812,1545,2093,1,3
24,592,654933,654940,1390284497.72,1390284501.22,62,411,2107,-7783,604,2186,14893,-4,8
24,263,654934,654936,1390284498.22,1390284499.22,62,420,2099,-8446,567,1926,17320,-3,3
263,592,654942,654944,1390284502.22,1390284503.22,62,464,1996,-5390,556,1997,10751,0,3
263,437,655280,655287,1390284671.21,1390284674.71,62,715,2889,-3431,871,2997,4065,8,8
24,25,655283,655308,1390284672.71,1390284685.21,62,640,830,8190,631,622,-11520,-7,25
220,263,655305,655308,1390284683.71,1390284685.21,62,708,3906,90,755,3742,-11304,-3,4
220,263,655313,655313,1390284687.71,1390284687.71,62,1083,3944,-1178,1175,4037,4042,1,1
24,25,655317,655325,1390284689.71,1390284693.71,62,560,473,-2798,688,607,-11533,7,7
24,25,655332,655342,1390284697.21,1390284702.21,62,598,502,-3663,725,612,-11738,9,9
215,437,655359,655359,1390284710.71,1390284710.71,62,710,3301,9933,877,2993,4678,1,1
25,98,655519,655533,1390284790.7,1390284797.7,62,438,71,-10425,266,119,4054,-10,15
25,263,655716,655716,1390284889.2,1390284889.2,62,760,1157,6794,547,1206,-3257,-1,1
44,263,655727,655729,1390284894.7,1390284895.7,62,845,1385,8720,716,1180,-1697,-1,3
192,220,656211,656212,1390285136.7,1390285137.2,62,2103,4065,8756,2117,3839,-8878,0,2
192,220,656218,656223,1390285140.2,1390285142.7,62,2071,4052,10162,2114,3812,-9244,0,3
118,437,656229,656231,1390285145.7,1390285146.7,62,701,2641,12,897,2639,-5921,3,3
220,263,656339,656348,1390285200.69,1390285205.19,62,480,3165,9611,534,2961,-9056,0,10
24,118,656352,656354,1390285207.19,1390285208.19,62,142,2370,14924,238,2195,-14526,-2,3
24,118,656359,656359,1390285210.69,1390285210.69,62,134,2434,12291,290,2395,-12720,-1,1
44,220,656360,656360,1390285211.19,1390285211.19,62,371,2837,-1778,442,3161,9421,1,1
44,437,656363,656364,1390285212.69,1390285213.19,62,690,2622,3021,896,2641,-5171,2,2
44,263,656366,656368,1390285214.19,1390285215.19,62,704,2595,2087,700,2814,7341,-3,3
44,263,656375,656376,1390285218.69,1390285219.19,62,706,2597,1321,783,2705,7142,-1,2
24,220,656378,656380,1390285220.19,1390285221.19,62,345,2836,-3142,449,3066,7887,0,3
44,437,656380,656385,1390285221.19,1390285223.69,62,689,2599,2261,916,2631,-6620,5,5
24,220,656396,656421,1390285229.19,1390285241.69,62,641,3075,-11470,498,3119,3809,-5,25
263,437,656419,656425,1390285240.69,1390285243.69,62,939,2545,-12667,785,2596,-6121,3,6
24,220,656426,656434,1390285244.19,1390285248.19,62,537,3183,17228,493,3003,3671,8,8
220,263,656427,656428,1390285244.69,1390285245.19,62,499,3007,3671,694,2810,-11107,0,2
220,437,656428,656445,1390285245.19,1390285253.69,62,491,2970,6624,571,2727,-6864,2,10
24,263,656431,656431,1390285246.69,1390285246.69,62,535,3182,16491,768,3082,-9157,-1,1
24,118,656433,656448,1390285247.69,1390285255.19,62,544,3166,-16846,435,3202,6500,1,10
118,263,656436,656438,1390285249.19,1390285250.19,62,504,3260,11046,724,3292,-14929,-3,3
118,220,656438,656446,1390285250.19,1390285254.19,62,421,3154,3748,495,2939,11927,6,6
24,437,656442,656444,1390285252.19,1390285253.19,62,548,3163,-16207,724,2985,-6321,-2,2
118,437,656445,656445,1390285253.69,1390285253.69,62,421,3122,1879,714,2947,-15021,0,1
118,263,656445,656448,1390285253.69,1390285255.19,62,467,3107,2012,529,3298,14175,-3,3
24,263,656446,656448,1390285254.19,1390285255.19,62,554,3170,-16608,529,3288,13875,1,3
118,263,656454,656457,1390285258.2,1390285259.7,62,521,2856,15161,351,2946,6642,-1,3
24,263,656455,656455,1390285258.7,1390285258.7,62,546,3170,-15708,325,3019,10342,1,1
220,263,656457,656461,1390285259.7,1390285261.7,62,522,2944,14420,392,3011,1093,-2,5
118,220,656462,656463,1390285262.2,1390285262.7,62,295,2833,-4620,526,2936,14571,0,2
118,220,656465,656467,1390285263.7,1390285264.7,62,595,2836,-5188,514,2940,13587,1,3
118,263,656465,656465,1390285263.7,1390285263.7,62,571,2780,-3920,776,2815,7242,1,1
44,220,656525,656552,1390285293.68,1390285307.18,62,1731,1503,15344,1495,1457,2711,0,26
25,98,656630,656632,1390285346.18,1390285347.18,62,660,817,-12105,501,857,1283,0,2
25,98,656645,656649,1390285353.68,1390285355.68,62,672,868,-12605,510,918,3870,1,4
25,98,656655,656655,1390285358.68,1390285358.68,62,672,868,-12305,490,1041,-916,0,1
24,263,656841,656847,1390285451.68,1390285454.68,62,1323,3476,3263,1471,3507,-15751,-2,7
263,592,656845,656851,1390285453.68,1390285456.68,62,1299,3523,16732,1160,3663,2521,-3,7
24,263,656871,656879,1390285466.68,1390285470.68,62,1698,3172,4990,1796,3063,-10646,0,8
24,592,656886,656888,1390285474.18,1390285475.18,62,1731,3073,5257,1839,2877,10483,3,3
263,592,656902,656907,1390285482.19,1390285484.69,62,1717,2484,-3808,1741,2694,-14118,6,6
24,592,656902,656910,1390285482.19,1390285486.19,62,1796,2811,12457,1781,2707,-12921,3,6
24,263,656905,656915,1390285483.69,1390285488.69,62,1776,2760,12266,1780,2579,-6171,-1,8
263,592,656920,656921,1390285491.19,1390285491.69,62,2237,2929,-6307,2487,3027,717,2,2
24,263,657125,657125,1390285593.67,1390285593.67,62,1128,2417,-17408,1131,2252,1442,1,1
24,25,657159,657159,1390285610.67,1390285610.67,62,824,1371,15291,630,1182,-9805,-1,1
24,25,657192,657192,1390285627.17,1390285627.17,62,822,1313,14391,685,1367,-6605,1,1
24,25,657198,657230,1390285630.17,1390285646.18,62,803,1322,15501,667,1372,-7083,28,28
24,25,657248,657253,1390285655.18,1390285657.68,62,901,1429,-12739,702,1395,-2188,-2,6
24,25,657266,657277,1390285664.18,1390285669.68,62,862,1527,8475,702,1401,-2546,-8,12
98,215,657290,657290,1390285676.18,1390285676.18,62,2314,4394,7883,2315,4182,12933,1,1
98,215,657295,657295,1390285678.68,1390285678.68,62,2360,4335,6483,2328,4220,-12366,0,1
98,215,657329,657335,1390285695.68,1390285698.68,62,2324,4294,1599,2347,4178,15788,6,7
98,220,657418,657437,1390285740.18,1390285749.68,62,334,666,-892,440,611,-12092,0,18
25,98,657433,657439,1390285747.68,1390285750.68,62,654,1070,13722,530,904,-6097,2,7
437,592,657439,657439,1390285750.68,1390285750.68,62,1288,3343,11878,1383,3647,5917,-1,1
24,437,657452,657459,1390285757.18,1390285760.68,62,1447,3560,-17508,1288,3342,11790,8,8
24,592,657452,657453,1390285757.18,1390285757.68,62,1478,3557,-16708,1291,3596,9516,2,2
437,592,657459,657476,1390285760.68,1390285769.18,62,1289,3342,11899,1177,3488,5682,-14,14
24,592,657459,657461,1390285760.68,1390285761.68,62,1422,3573,-17375,1201,3565,5817,2,3
24,592,657484,657484,1390285773.18,1390285773.18,62,1302,3571,14591,1242,3404,3617,1,1
24,592,657494,657496,1390285778.16,1390285779.16,62,1149,3615,13624,1180,3427,4215,3,3
437,592,657495,657497,1390285778.66,1390285779.66,62,1294,3339,12044,1164,3428,5284,-3,3
24,592,657524,657530,1390285793.16,1390285796.16,62,780,2673,-11131,694,2802,7608,0,4
215,437,657535,657537,1390285798.66,1390285799.66,62,1538,3428,-14916,1292,3341,11978,2,2
24,98,657538,657553,1390285800.16,1390285807.66,62,740,2924,-7288,657,3070,8296,-2,14
98,437,657564,657586,1390285813.17,1390285824.17,62,1145,3400,2217,1305,3345,11727,20,22
98,437,657595,657608,1390285828.67,1390285835.17,62,1667,3261,5929,1727,3111,14916,8,10
215,592,657603,657628,1390285832.67,1390285845.17,62,970,1582,17500,840,1723,2969,-20,25
24,98,657612,657627,1390285837.17,1390285844.67,62,1631,2424,-3457,1710,2531,13443,-3,16
215,592,657638,657638,1390285850.17,1390285850.17,62,726,1657,-17166,613,1421,7217,1,1
215,592,657643,657643,1390285852.67,1390285852.67,62,709,1629,15933,627,1408,6417,1,1
98,215,657677,657677,1390285869.67,1390285869.67,62,167,4231,6683,478,4106,-966,1,1
24,98,657691,657692,1390285876.67,1390285877.17,62,766,2283,13191,830,2594,7033,-2,2
24,592,657702,657710,1390285882.17,1390285886.17,62,764,1567,9778,650,1399,-1650,1,8
24,592,657717,657734,1390285889.67,1390285898.17,62,765,1561,11700,567,1559,-995,-9,18
25,592,657737,657737,1390285899.67,1390285899.67,62,651,1067,13294,649,1322,1817,-1,1
24,98,657745,657746,1390285903.67,1390285904.17,62,770,1474,7991,848,1759,13332,-2,2
24,25,657751,657775,1390285906.67,1390285918.67,62,700,1340,6387,642,1074,12847,25,25
24,98,657753,657757,1390285907.67,1390285909.67,62,702,1340,6257,835,1444,11782,-3,3
192,220,657821,657821,1390285941.67,1390285941.67,62,649,625,-16992,467,621,-10878,1,1
24,192,657825,657825,1390285943.67,1390285943.67,62,1034,1482,3991,735,1531,-5092,-1,1
24,592,657835,657840,1390285948.67,1390285951.17,62,684,1341,7233,865,1435,15313,-5,5
44,220,657862,657862,1390285962.17,1390285962.17,62,339,835,9721,467,610,-11378,0,1
215,220,657872,657874,1390285967.17,1390285968.17,62,517,831,13065,465,609,-11378,0,3
192,220,657972,657972,1390286017.16,1390286017.16,62,543,761,-17592,459,603,-12578,0,1
24,25,658153,658176,1390286107.66,1390286119.16,62,799,315,-16586,726,554,9746,3,21
192,220,658167,658178,1390286114.66,1390286120.16,62,465,916,7677,360,709,15592,12,12
24,25,658181,658215,1390286121.66,1390286138.66,62,804,339,-13836,715,558,10118,-2,24
192,220,658183,658187,1390286122.66,1390286124.66,62,444,872,7904,363,707,15921,4,4
25,192,658190,658191,1390286126.16,1390286126.66,62,716,553,10044,591,744,5007,-2,2
24,192,658193,658194,1390286127.66,1390286128.16,62,788,347,-13908,598,422,7756,1,2
25,220,658230,658234,1390286146.16,1390286148.16,62,569,677,-16980,330,651,11346,4,4
25,220,658253,658261,1390286157.66,1390286161.66,62,521,664,17438,315,650,10109,9,9
25,592,658261,658283,1390286161.66,1390286172.66,62,641,830,-10814,447,814,1661,-10,15
220,592,658261,658267,1390286161.66,1390286164.66,62,316,648,10378,315,883,4431,-7,7
25,220,658266,658266,1390286164.16,1390286164.16,62,564,778,-12805,318,647,10621,1,1
44,220,658396,658398,1390286229.16,1390286230.16,62,303,369,-7080,323,635,9687,0,3
25,592,658474,658490,1390286268.16,1390286276.15,62,1210,1771,-10914,1071,1611,-4897,-15,15
24,192,658486,658486,1390286274.15,1390286274.15,62,1342,3469,17991,1222,3356,6707,1,1
24,192,658520,658520,1390286291.15,1390286291.15,62,1342,3425,17391,1147,3424,7207,1,1
25,44,658522,658522,1390286292.15,1390286292.15,62,1354,1599,6794,1533,1443,-17378,0,1
44,220,658554,658554,1390286308.15,1390286308.15,62,1746,706,10721,1538,429,-2178,-1,1
220,592,658560,658562,1390286311.15,1390286312.15,62,1574,489,-143,1505,307,-8381,-3,3
24,263,658568,658579,1390286315.15,1390286320.65,62,1448,3441,6260,1604,3391,-13655,-3,12
220,592,658580,658580,1390286321.15,1390286321.15,62,1485,369,821,1542,245,-9582,-1,1
220,592,658583,658597,1390286322.65,1390286329.65,62,1669,490,-3513,1780,399,-10490,-9,12
25,592,658698,658707,1390286380.15,1390286384.65,62,2676,1647,-12725,2523,1560,-1685,-9,10
25,263,658701,658710,1390286381.65,1390286386.15,62,2679,1648,-13413,2476,1659,3271,1,10
